"Year","Page","Section","Score","Strength","Stage","SDGs","Tags","Quant","Oversight","Summary","Text"
2024,58,"Government & Policy Engagement",5,"moderate","In progress","SDG 2, SDG 9","policy, initiative","","","The company engages in partnerships to address issues related to agricultural inputs, stakeholder engagement, and adaptation to changing needs.","These partnerships have allowed the company to tackle critical issues such as the quality, accessibility, and affordability of agricultural inputs, while maintaining active engagement with stakeholders and adapting to their changing needs."
2024,58,"Government & Policy Engagement",5,"moderate","In progress","SDG 1, SDG 8","policy, initiative","","","The company collaborates to advocate for farmer welfare, production growth, and job creation.","Coromandel collaborates with industry associations and other ecosystem entities to advocate for issues such as farmer welfare and advancement, production expansion, and job creation."
2024,70,"4. Indian Agriculture",4,"moderate","In progress","SDG 1, SDG 3, SDG 4, SDG 10, SDG 16, SDG 17","initiative","","","The company conducted an impact assessment for its CSR projects through an independent agency.","During the year, Coromandel carried out Impact Assessment for the CSR projects through an independent agency."
2024,61,"Health Care:",4,"moderate","In progress","SDG 2, SDG 12, SDG 1","initiative","","","The company partners with farmers to implement sustainable agricultural practices and support their economic prospects.","Company’s partnership with farmers includes implementing a vermicompost project, promoting sustainable agricultural practices and supporting the formation of the Sahajivan Krishi Farmers Producer Company Limited to enhance farmers' economic prospects."
2024,40,"SDG Alignment",4,"moderate","In progress","SDG 9","initiative","","","The company opened a Nanotechnology Center in Coimbatore, Tamil Nadu.","Nanotechnology Center opened at Coimbatore, Tamil Nadu."
2024,40,"SDG Alignment",4,"moderate","In progress","SDG 2, SDG 9","initiative","","","The company launched Dhaksha, a platform for farmers to access information and connect with experts.","Dhaksha – a platform for farmers to access information and connect with experts."
2024,40,"SDG Alignment",4,"moderate","In progress","SDG 2, SDG 9","initiative","","","The company launched ME, a platform for farmers to access information and connect with experts.","ME – a platform for farmers to access information and connect with experts."
2024,37,"Materiality Assessment 12",4,"moderate","In progress","SDG 6","initiative","","","Coromandel implements initiatives to reduce freshwater consumption and improve water usage efficiency.","Coromandel undertakes initiatives aimed at decreasing the use of freshwater. Additionally, the company carries out water audits and research to enhance water usage efficiency."
2024,37,"Materiality Assessment 12",4,"moderate","In progress","SDG 2, SDG 12","initiative","","","Coromandel provides training to farmers and distributors on safe and efficient product application.","Moreover, our company's frontline team organizes educational initiatives for farmers and distributors about the safe and efficient application of our products."
2024,59,"Health:",4,"moderate","In progress","SDG 3","initiative","","","The company implements programs to improve health outcomes in communities.","Coromandel prioritizes healthcare access and awareness, implementing programs aimed at improving health outcomes in communities where it operates."
2024,59,"Health:",4,"moderate","In progress","SDG 4","initiative","","","The company invests in educational initiatives.","The company recognizes the transformative power of education and invests significantly in educational initiatives."
2024,59,"Health:",4,"moderate","In progress","SDG 1, SDG 5, SDG 6, SDG 9","initiative","","","The company undertakes projects focused on livelihood enhancement, women empowerment, sanitation, and infrastructure development.","It undertakes projects focusing on livelihood enhancement, women empowerment, sanitation, and infrastructure development, thereby contributing to the overall well-being and prosperity of local communities."
2024,67,"Biodiversity Conservation",4,"moderate","In progress","SDG 13, SDG 15","initiative","","","Coromandel initiated a Miyawaki plantation project in Visakhapatnam to create urban forests.","Coromandel embarked on the Miyawaki plantation project in Visakhapatnam to establish dense, native forests within urban areas."
2024,67,"Biodiversity Conservation",4,"moderate","In progress","SDG 13, SDG 15","target","","","The Miyawaki project aims to address climate change, soil erosion, air quality, and wildlife habitat.","This initiative aimed to mitigate climate change, prevent soil erosion, improve air quality, and provide habitats for local wildlife using native plant species."
2024,117,"2. Please provide details of total Scope 3 emissions & its intensity, in the following format:",4,"moderate","In progress","SDG 7","initiative","","","Coromandel uses waste heat from sulfuric acid manufacturing to generate power.","Coromandel utilizes the waste heat and converts it into a power."
2024,67,"Biodiversity Conservation",4,"moderate","In progress","SDG 15","initiative","","","The company describes planting practices that aim to mimic natural ecosystems and promote biodiversity.","Planting densely mimicked natural ecosystems, promoting biodiversity and ecosystem health."
2024,67,"Biodiversity Conservation",4,"moderate","In progress","SDG 11, SDG 17","initiative","","","The company highlights the involvement of volunteers in planting and educational activities, promoting community engagement.","Volunteers played a crucial role, actively participating in planting activities and educational workshops, enhancing community awareness."
2024,67,"Biodiversity Conservation",3,"moderate","Mention only","SDG 15","policy, initiative","","","Coromandel follows a mitigation hierarchy to minimize negative impacts on biodiversity.","Coromandel adheres to a mitigation hierarchy that prioritizes avoidance, minimization, and offsetting of potential adverse impacts on biodiversity."
2024,70,"4. Indian Agriculture",2,"weak","Mention only","SDG 1, SDG 3, SDG 4, SDG 10, SDG 16, SDG 17","initiative","","","The company's CSR initiatives aim to build social capital through partnership and community ownership.","Its CSR initiatives, which are based on principles of partnership and community ownership, enables the organization to build social capital in the communities where it works."
2024,37,"Materiality Assessment 12",2,"weak","Mention only","SDG 2, SDG 12","policy","","","Coromandel's products comply with relevant regulations for fertilizers and insecticides.","Coromandel's products are in complete accordance with the Fertiliser Control Order (FCO) and the Central Insecticides Board and Registration Committee (CIB&RC)."
2024,37,"Materiality Assessment 12",2,"weak","Mention only","SDG 12","policy","","","Coromandel adheres to regulations for managing and disposing of waste responsibly.","Coromandel complies with regulatory standards to manage and dispose hazardous and non- hazardous material waste in a responsible manner."
2024,41,"Value Creation Model RESOURCE INPUTS",2,"weak","Mention only","SDG 2, SDG 8, SDG 12, SDG 17","aspiration, policy","","","The company aims to positively impact communities by empowering farmers and ensuring sustainable supply chains.","Making a positive impact in communities by empowering farmers and ensuring sustainable supply chains"
2024,41,"Value Creation Model RESOURCE INPUTS",2,"weak","Mention only","SDG 7, SDG 9, SDG 12","aspiration, policy","","","The company aims to minimize emissions and enhance resource efficiency in its manufacturing process.","Enhancing the manufacturing process to minimize emissions and enhance resource efficiency"
2024,120,"4.",2,"weak","Mention only","SDG 1, SDG 4, SDG 8","aspiration, policy","","","The company aims to empower disadvantaged groups through education and financial services.","• Empowerment of the disadvantaged sections of the society through education, access to and awareness about financial services and the like."
2024,120,"4.",2,"weak","Mention only","SDG 3, SDG 6","aspiration, policy","","","The company aims to provide access to basic necessities like healthcare, water, and sanitation.","• Provision of access to basic neccessities like healthcare, drinking water & sanitation and the like."
2024,120,"4.",2,"weak","Mention only","SDG 1, SDG 8","aspiration, policy","","","The company aims to eradicate hunger and poverty through livelihood creation and skill development.","• Work towards eradicating hunger and poverty, through livelihood generation and skill development."
2024,120,"4.",2,"weak","Mention only","SDG 13, SDG 15","aspiration, policy","","","The company aims to support environmental balance through various initiatives.","• Supporting environmental and ecological balance through afforestation, soil conservation, rain water harvesting, conservation of flora & fauna, and similar programme."
2024,120,"4.",2,"weak","Mention only","SDG 3","aspiration, policy","","","The company aims to promote sports through training.","• Promotion of sports through training of sportspersons."
2024,112,"Principle 4: Businesses should respect the interests of and be responsive to all its stakeholders Essential Indicators 1. Describe the processes for identifying key stakeholder groups of the entity.",2,"weak","Mention only","SDG 1, SDG 8, SDG 10, SDG 16, SDG 17","initiative","","","The company provides resources to support community development and social progress.","The company supports by providing essential resources to strengthen communities and steer them towards comprehensive social progress."
2024,67,"Biodiversity Conservation",2,"weak","Mention only","SDG 15","aspiration, policy","","","Coromandel states its commitment to biodiversity conservation, aiming for a net positive impact and no net loss in ecosystems.","Biodiversity Conservation 45 At Coromandel, we are committed to fostering a positive impact on biodiversity, aiming to achieve a net positive impact (NPI). The company aims to attaining no net loss in the ecosystems."
2024,37,"Materiality Assessment 12",2,"weak","Mention only","SDG 17","policy","","","The company emphasizes stakeholder engagement in identifying and prioritizing material issues.","Stakeholder engagement forms a critical part of the process as well, as the company recognizes the value of both internal and external stakeholders’ viewpoints in identifying and prioritizing material aspects."
2024,37,"Materiality Assessment 12",2,"weak","Mention only","SDG 12","policy","","","The company links materiality assessment with Enterprise Risk Management, highlighting the connection between risks and material issues.","The materiality assessment process is closely intertwined with the Enterprise Risk Management (ERM), underscoring the interconnection between risks and material issues."
2024,37,"Materiality Assessment 12",2,"weak","Mention only","SDG 1, SDG 2, SDG 3, SDG 8, SDG 9, SDG 12, SDG 13, SDG 14, SDG 15, SDG 16, SDG 17","initiative","","","The company lists key material issues, including those related to economic, environmental, and social aspects.","The key material issues identified for Coromandel are as follows: S. No. Material issue identified Indicate whether risk or opportunity (R/O) Rationale for identifying the risk / opportunity In case of risk, approach to adapt or mitigate Financial implications of the risk or opportunity 1"
2024,34,"Coromandel’s Sustainable Pathway",2,"weak","Mention only","SDG 12, SDG 15","aspiration, policy","","","Coromandel prioritizes sustainable practices and eco-friendly products in its agricultural solutions.","Coromandel places significant emphasis on sustainable practices and offering environmentally friendly products to support farming."
2024,34,"Coromandel’s Sustainable Pathway",2,"weak","Mention only","SDG 2, SDG 12","aspiration, initiative","","","Coromandel aims to improve farm productivity and resource efficiency through sustainable solutions.","Its primary focus is on enhancing farm productivity and resource efficiency through comprehensive Seed-to-Harvest solutions, providing safe and eco-friendly products to dedicated farmers who play a crucial role in feeding the nation."
2024,34,"Coromandel’s Sustainable Pathway",2,"weak","Mention only","SDG 2, SDG 15","initiative","","","Coromandel utilizes sustainable agricultural practices like balanced nutrient application and integrated pest management.","The company's approach revolves around the application of balanced nutrients and integrated pest management strategies tailored to meet the specific needs of various crops and soil types."
2024,34,"Coromandel’s Sustainable Pathway",2,"weak","Mention only","SDG 9, SDG 12, SDG 15","initiative","","","Coromandel invests in research and development to create sustainable solutions for agriculture.","Coromandel allocates substantial resources to research and development, leveraging technology to develop innovative and efficient solutions that benefit farmers and the environment alike."
2024,34,"Coromandel’s Sustainable Pathway",2,"weak","Mention only","SDG 12, SDG 15","aspiration, policy","","","Coromandel strives to integrate sustainability throughout its agricultural operations.","Coromandel aims to revolutionize the agriculture sector by fostering sustainability across its entire value chain and ecosystem."
2024,58,"Government & Policy Engagement",2,"weak","Mention only","SDG 2, SDG 12","aspiration, policy","","","The company emphasizes its commitment to sustainable agricultural practices and a better future for the agriculture industry.","Coromandel’s active participation in these policy interventions highlights its commitment to promoting sustainable agricultural practices and its contribution to creating a better future for the agriculture industry."
2024,35,"Our ESG Strategy Coromandel's strategy for ensuring a sustainable future is rooted in its ESG framework, which is structured around three core pillars. These pillars form the basis of its strategic approaches and underscore its potential for generating value. The three key strategic pillars include:  Protecting the Planet  Minimizing Resource Use",1,"weak","Mention only","SDG 13","aspiration","","","This is one of the three core pillars of Coromandel's ESG strategy.","Protecting the Planet"
2024,35,"Our ESG Strategy Coromandel's strategy for ensuring a sustainable future is rooted in its ESG framework, which is structured around three core pillars. These pillars form the basis of its strategic approaches and underscore its potential for generating value. The three key strategic pillars include:  Protecting the Planet  Minimizing Resource Use",1,"weak","Mention only","SDG 6, SDG 12","aspiration","","","This is another core pillar of Coromandel's ESG strategy.","Minimizing Resource Use"
2024,70,"4. Indian Agriculture",1,"weak","Mention only","SDG 8, SDG 12, SDG 13","aspiration","","","The company states its commitment to a sustainable approach that considers people, planet, and profit.","Coromandel believes in a sustainable approach to development, which focuses on people, planet, and profit."
2024,40,"SDG Alignment",1,"weak","Mention only","SDG 2","aspiration","","","The company aims to improve agricultural productivity by providing quality farm solutions.","Improving agricultural productivity through delivering quality farm solutions."
2024,40,"SDG Alignment",1,"weak","Mention only","SDG 9","aspiration","","","The company focuses on enhancing product efficiency through research and development.","Enhance product efficiency through advanced R&D."
2024,59,"Health:",1,"weak","Mention only","SDG 17","aspiration","","","The company believes in a sustainable approach to development.","Coromandel believes in a sustainable approach to development, which focuses on people, planet, and profit."
2024,112,"Principle 4: Businesses should respect the interests of and be responsive to all its stakeholders Essential Indicators 1. Describe the processes for identifying key stakeholder groups of the entity.",1,"weak","Mention only","SDG 17","aspiration","","","The company engages with various stakeholders, including customers, investors, suppliers, employees, and communities.","Coromandel’s management regularly engages with its key stakeholders, including customers, investors, suppliers, employees, and communities."
2024,112,"Principle 4: Businesses should respect the interests of and be responsive to all its stakeholders Essential Indicators 1. Describe the processes for identifying key stakeholder groups of the entity.",1,"weak","Mention only","SDG 1, SDG 8, SDG 10, SDG 16, SDG 17","aspiration","","","The company emphasizes a participatory approach with communities, recognizing their diversity and strengths.","Coromandel is committed to a participatory approach with communities, acknowledging their unique identities and concentrating on their combined capabilities."
2025,102,"INTEGRATED REPORT 2024-25 |",9,"strong","Measurable","SDG 13","initiative, kpi, measured_outcome","✓","","The company achieved a 13% reduction in its Scope 1 & 2 carbon footprint.","This year, we successfully reduced our carbon footprint (Scope 1 & 2) by 13% through energy efficiency measures and increased share of energy utilizing waste heat recovery."
2025,102,"INTEGRATED REPORT 2024-25 |",8,"strong","In progress","SDG 6","initiative, kpi, measured_outcome","✓","","The company achieved a 32% share of alternate water sources and is working towards water neutrality.","We have also made progress in water stewardship, achieving a 32% share of alternate water source (through desalination) within total water usage, and initiated work towards achieving water neutrality in SSP operations through rainwater harvesting."
2025,74,"SDG Alignment Aligned SDG Initiatives Taken",8,"strong","Measurable","SDG 7, SDG 12","kpi, measured_outcome","✓","","Coromandel reduced its thermal energy consumption by 19% in FY24-25.","For FY24-25, overall thermal energy consumption for the company reduced by 19%, despite higher production volumes."
2025,74,"SDG Alignment Aligned SDG Initiatives Taken",8,"strong","Measurable","SDG 7, SDG 12","kpi, measured_outcome","✓","","Coromandel reduced its electricity consumption by 3.5% in FY24-25.","Similarly, electricity consumption was down by 3.5%."
2025,102,"INTEGRATED REPORT 2024-25 |",8,"strong","Measurable","SDG 3, SDG 4, SDG 10","initiative, measured_outcome","✓","","Coromandel provided support to over 1 million beneficiaries in education, health, and community development.","During the year, it extended support to over 1 million beneficiaries in the areas of education, health and community development."
2025,82,"Extended Producer Responsibility (EPR) Compliance in Plastic Waste Management",8,"strong","Measurable","SDG 9, SDG 12","initiative, measured_outcome","✓","","Coromandel managed 18,093 MT of plastic waste, equivalent to its annual footprint, through authorized channels.","During FY 2024–25, Coromandel ensured that an amount of plastic waste equivalent to its annual plastic packaging footprint estimated at 18,093 MT an increase of approximately 11% compared to the previous year, while maintaining 100% EPR compliance was responsibly managed through authorised channels."
2025,79,"Other Air Emissions",8,"strong","Measurable","SDG 13","kpi, measured_outcome","✓","","Coromandel reduced its use of HCFC 22 by 0.16 metric tons in FY 2024-25.","The total recharge quantity for ODS HCFC 22 in FY 2024– 25 stood at 0.52 Metric Tons, marking a notable reduction from 0.68 Metric Tons in the previous year."
2025,79,"Other Air Emissions",8,"strong","Measurable","SDG 6","target, measured_outcome","✓","","Coromandel has achieved Zero Liquid Discharge at 12 of its units.","Coromandel’s efforts include achieving Zero Liquid Discharge at 12 units, ensuring that no industrial effluents leave the plant boundaries."
2025,82,"Extended Producer Responsibility (EPR) Compliance in Plastic Waste Management",7,"strong","In progress","SDG 13","initiative, measured_outcome","✓","","The company has reclaimed land using bioremediation technology, which is projected to sequester carbon and mitigate environmental impacts.","Using Bioremidiation Mycorrhizal technology, this soil free method has reclaimed ~11 acres of land at Vizag. It is projected to sequester ~200 tons of carbon annually, while also serving as natural barrier against dust and noise."
2025,77,"Total Energy Consumed from Waste Heat Recovery (in GJ)",7,"strong","Measurable","SDG 7","measured_outcome","✓","","The waste heat recovery system generates 16 MW of power, reducing reliance on grid electricity.","WHRS generates 16 MW of power, significantly reducing reliance on grid electricity."
2025,38,"Coromandel’s Sustainable Pathway Guided by Stewardship, Driven by Change",7,"strong","Measurable","SDG 12, SDG 17","measured_outcome","✓","","Coromandel improved its ranking in the Dow Jones Sustainability Indices, indicating progress in sustainability performance.","It also improved its 2024 Corporate Sustainability Assessment, ranking in the top 7% of global chemical companies in the Dow Jones Sustainability Indices."
2025,102,"INTEGRATED REPORT 2024-25 |",7,"strong","In progress","SDG 6","kpi, measured_outcome","✓","","The company provides data on water withdrawal by source for their manufacturing facility in Udaipur, Rajasthan.","(i) Name of the area: Udaipur, Block Girwa, Rajasthan (ii) Nature of operations: Manufacturing of Single Super Phosphate Fertilisers (iii) Water withdrawal, consumption, and discharge in the following format: Parameter FY 2024-25 FY 2023-24 Water withdrawal by source (in kiloliters) (i) Surface water 0 0 (ii) Groundwater 50,545 42,552 (iii) Third party water 0 0 (iv) Seawater / desalinated water 0 0 (v) Others 0 0 Total volume of water withdrawal (in kiloliters) 50,545 42,552"
2025,77,"Total Energy Consumed from Waste Heat Recovery (in GJ)",6,"strong","Measurable","SDG 7, SDG 12","initiative","✓","","The company has implemented a waste heat recovery system to capture and utilize waste heat from sulphuric acid production.","The new unit captures and utilizes waste heat from sulphuric acid production."
2025,102,"INTEGRATED REPORT 2024-25 |",6,"strong","In progress","SDG 9, SDG 12","initiative, kpi","✓","","The company invested in research and development focused on sustainable technologies and green chemistries.","During the year, Company’s R&D spend was Rs 41 Crores. It focused on developing sustainable technologies, advancing green chemistries and improving process efficiencies."
2025,83,"CORPORATE OVERVIEW",6,"strong","In progress","SDG 9","policy, initiative","","✓","India implemented initial data privacy legislation, including establishing a Data Protection Board and guidelines for businesses.","The year also marked initial rollout of India’s data privacy legislation. This includes establishment of the Data Protection Board of India, consent frameworks, and compliance guidelines for businesses."
2025,77,"Total Energy Consumed from Waste Heat Recovery (in GJ)",6,"strong","In progress","SDG 7, SDG 13","policy, initiative, target","","","The company states that reducing carbon emissions is a strategic focus and they are taking steps to achieve this.","Reducing carbon emissions is a strategic focus, and steps are taken to enhance energy efficiency, switch to lower-emission fuels, and improve process control systems."
2025,32,"Environment Policy",5,"moderate","In progress","SDG 13","policy, initiative","","","The company is committed to environmental protection and has implemented programs to reduce its carbon footprint.","The Company is committed to protecting the environment and has implemented various programs aimed at reducing our carbon footprint."
2025,32,"Environment Policy",5,"moderate","In progress","SDG 12, SDG 6","policy, initiative","","","The company's environmental management system includes initiatives to minimize waste, prevent pollution, and conserve energy and water.","Its environmental management system includes initiatives for minimizing waste, preventing pollution, and conserving energy and water."
2025,32,"Environment Policy",5,"moderate","In progress","SDG 12, SDG 13","policy, initiative","","","The company conducts regular environmental audits and assessments to detect and mitigate environmental risks.","Additionally, it conducts regular environmental audits and assessments to detect and mitigate environmental risks, thereby continually improving our environmental performance."
2025,74,"SDG Alignment Aligned SDG Initiatives Taken",5,"moderate","In progress","SDG 12","policy, governance","","✓","Coromandel maintains ISO 14001 certification across its sites to improve environmental performance.","Coromandel has maintained ISO 14001 environmental management certification across sites, reinforcing its structured approach to environmental compliance and performance improvement."
2025,82,"Extended Producer Responsibility (EPR) Compliance in Plastic Waste Management",5,"moderate","In progress","SDG 9, SDG 12","policy, initiative","","","Coromandel states its commitment to environmental stewardship and compliance with EPR regulations for plastic waste management.","Coromandel continues to uphold its environmental stewardship by fully complying with the Extended Producer Responsibility (EPR) requirements outlined under the Plastic Waste Management (PWM) Rules, 2016."
2025,38,"Coromandel’s Sustainable Pathway Guided by Stewardship, Driven by Change",5,"moderate","In progress","SDG 2, SDG 9, SDG 15","initiative, policy","","","Coromandel invests in research and technology to develop sustainable products that benefit farmers and soil health.","The Company continues to invest in advanced research and emerging technologies such as nanotechnology, drone-based crop services, and bio-Agri solutions to develop safe, efficient, and sustainable products that empower farmers and restore soil health."
2025,77,"Total Energy Consumed from Waste Heat Recovery (in GJ)",5,"moderate","In progress","SDG 7, SDG 13","policy, initiative","","","The company states that reducing energy intensity contributes to lowering its carbon footprint.","By focusing on reducing energy intensity, the Company not only enhances resource conservation and cost-effectiveness but also significantly contributes to lowering its overall carbon footprint."
2025,77,"Total Energy Consumed from Waste Heat Recovery (in GJ)",5,"moderate","In progress","SDG 13","policy, initiative","","","The company states that it monitors its greenhouse gas emissions in line with established protocols.","The Company monitors its greenhouse gas emissions, including direct (Scope 1) and indirect (Scope 2) emissions, in line with established environmental protocols."
2025,77,"Total Energy Consumed from Waste Heat Recovery (in GJ)",5,"moderate","In progress","SDG 9, SDG 12","policy, initiative","","","The company states that they are exploring the use of renewable raw materials and reducing raw material consumption.","This includes exploring the use of renewable or bio-based raw materials, reducing raw material consumption, and enhancing process yield."
2025,102,"INTEGRATED REPORT 2024-25 |",5,"moderate","In progress","SDG 12","policy, initiative","","","Coromandel adheres to regulations for managing and disposing of hazardous and non-hazardous waste responsibly.","Coromandel complies with regulatory standards to manage and dispose hazardous and non- hazardous material waste in a responsible manner."
2025,102,"INTEGRATED REPORT 2024-25 |",5,"moderate","In progress","SDG 13","initiative, kpi","","","Coromandel has implemented monitoring systems to ensure emissions comply with regulatory standards set by the CPCB and SPCBs.","Coromandel has invested in establishing Online Continuous Emission/Effluent Monitoring Systems (OCEMS) and Continuous Ambient Air Quality Monitoring Systems (CAAQMS) to ensure that emissions meet the norms set by the Central Pollution Control Board (CPCB) and State Pollution Control Boards (SPCB)."
2025,102,"INTEGRATED REPORT 2024-25 |",5,"moderate","In progress","SDG 12","policy, initiative","","","The company states that waste materials are managed and disposed of according to established procedures and local laws.","Waste materials, including plastic waste, e-waste, hazardous waste, and other types, are managed and disposed of according to established SOPs and in full compliance with local laws."
2025,102,"INTEGRATED REPORT 2024-25 |",5,"moderate","In progress","SDG 14","policy, initiative","","","The company states that they have obtained CRZ clearance for manufacturing sites operating in coastal regulation zones.","For the manufacturing sites operating under Costal regulation zone, CRZ clearance has been obtained from concerned authority and reports are available at Company website/public domain."
2025,79,"Other Air Emissions",5,"moderate","In progress","SDG 13","policy, initiative","","","Coromandel monitors and manages air emissions to ensure compliance and protect air quality.","Coromandel monitors and manages other air emissions associated with its manufacturing processes to ensure regulatory compliance and protect local air quality."
2025,79,"Other Air Emissions",5,"moderate","In progress","SDG 13","policy, initiative","","","Coromandel acknowledges the impact of ODS and is taking measures to reduce their use and emissions.","Coromandel acknowledges the environmental impact of ozone-depleting substances (ODS) and is taking concerted measures to reduce their usage and associated emissions."
2025,79,"Other Air Emissions",5,"moderate","In progress","SDG 6","policy, initiative","","","Coromandel has a water management strategy in place to reduce reliance on freshwater sources.","Water is a vital input in the Company’s operations, and a responsible water management strategy is in place to reduce dependence on freshwater sources."
2025,39,"Coromandel’s ESG Strategy",4,"moderate","In progress","SDG 6, SDG 12","policy","","","Coromandel emphasizes resource efficiency across its operations, including energy, water, and waste management.","Minimizing Resource Use Efficiency is central to Coromandel’s operations, from optimizing energy and water consumption to reducing waste across the value chain."
2025,82,"Extended Producer Responsibility (EPR) Compliance in Plastic Waste Management",4,"moderate","In progress","SDG 15","initiative","","","The company implements various programs to conserve biodiversity and protect local ecosystems.","Implementing biodiversity conservation programmes, maintaining green cover across operational sites, collaborating with environmental agencies and communities to restore degraded habitats, and conducting periodic biodiversity assessments to safeguard local ecosystems."
2025,82,"Extended Producer Responsibility (EPR) Compliance in Plastic Waste Management",4,"moderate","In progress","SDG 6","initiative","","","The company implements various measures to ensure sustainable water use across its operations.","Ensuring sustainable water use by implementing Zero Liquid Discharge (ZLD) systems, investing in rainwater harvesting infrastructure, reusing treated domestic effluent for greenbelt development, and systematically reducing freshwater withdrawal across manufacturing sites."
2025,82,"Extended Producer Responsibility (EPR) Compliance in Plastic Waste Management",4,"moderate","In progress","SDG 7","initiative","","","The company strives to enhance energy efficiency and increase renewable energy use in its operations.","Enhancing energy efficiency through adoption of energy-efficient equipment (like Variable Frequency Drives and LED lighting), increasing renewable energy use in operations (including solar rooftop installations and renewable fuel adoption), and reducing overall energy intensity in production processes."
2025,82,"Extended Producer Responsibility (EPR) Compliance in Plastic Waste Management",4,"moderate","In progress","SDG 12","initiative","","","The company implements practices to advance circular economy principles and manage waste responsibly.","Advancing circular economy principles by reprocessing waste materials (such as phosphoric acid sludge and off-spec materials), implementing systematic waste segregation and recycling measures, and ensuring 100% compliance with Extended Producer Responsibility (EPR) guidelines for plastic waste management."
2025,32,"Environment Policy",4,"moderate","In progress","SDG 12","policy","","","The company enforces a policy for the proper and secure utilization of its products throughout their lifecycle.","Coromandel enforces a policy that mandates the proper and secure utilization of its products throughout their entire lifecycle."
2025,32,"Environment Policy",4,"moderate","In progress","SDG 12","policy","","","The company adheres to strict quality assurance and safety standards in all stages of product handling.","The company adheres to strict quality assurance and safety standards in the production, storage, transportation, and disposal of products."
2025,102,"INTEGRATED REPORT 2024-25 |",4,"moderate","In progress","SDG 12","policy","","","Coromandel follows regulations for responsible waste management.","Coromandel complies with regulatory standards to manage and dispose hazardous and non- hazardous material waste in a responsible manner."
2025,102,"INTEGRATED REPORT 2024-25 |",4,"moderate","In progress","SDG 12, SDG 13","initiative","","","The company conducts product lifecycle assessments to evaluate environmental impacts.","Company carries out product lifecycle assessment to evaluate the environmental impacts of its products."
2025,102,"INTEGRATED REPORT 2024-25 |",4,"moderate","In progress","SDG 8","initiative","","","The company conducts awareness programs and initiatives for occupational health and safety.","The organization carries out numerous awareness programs and initiatives related to occupational health and safety to provide both its permanent and contract employees."
2025,102,"INTEGRATED REPORT 2024-25 |",4,"moderate","In progress","SDG 2, SDG 15","initiative","","","The company conducted agricultural support programs, soil tests, webinars, and awareness campaigns.","The Company engaged in agricultural support programmes through its agronomists, and caried out soil tests, scientist webinars and product stewardship awareness campaigns."
2025,74,"SDG Alignment Aligned SDG Initiatives Taken",4,"moderate","In progress","SDG 15","initiative","","","Coromandel undertakes projects and partnerships to protect biodiversity near its operating sites.","Coromandel’s focus on biodiversity preservation continued through region-specific projects and partnerships that protect ecosystems near its operating sites."
2025,74,"SDG Alignment Aligned SDG Initiatives Taken",4,"moderate","In progress","SDG 7, SDG 12","initiative","","","Coromandel's Fertiliser business reduced its reliance on coal by utilizing waste heat for power generation.","There was significant reduction in Fertiliser business as it shifted from coal fired boiler to utilizing waste heat for power generation."
2025,77,"Total Energy Consumed from Waste Heat Recovery (in GJ)",4,"moderate","In progress","SDG 13","initiative","","","The company is transitioning to cleaner fuel sources to reduce direct emissions from combustion.","Transitioning to cleaner fuel sources in thermal processes to reduce direct emissions from combustion activities."
2025,77,"Total Energy Consumed from Waste Heat Recovery (in GJ)",4,"moderate","In progress","SDG 7, SDG 13","initiative","","","The company is exploring the integration of renewable energy sources to displace conventional power.","Exploring opportunities to integrate renewable energy sources, including solar and biomass- based solutions, into its energy mix to displace conventional power consumption."
2025,77,"Total Energy Consumed from Waste Heat Recovery (in GJ)",4,"moderate","In progress","SDG 7, SDG 13","initiative","","","The company is implementing energy efficiency measures to reduce electricity consumption and indirect emissions.","Implementing energy efficiency measures, such as installing Variable Frequency Drives (VFDs), high-efficiency motors, and LED lighting systems, to reduce electricity consumption and lower indirect emissions."
2025,102,"INTEGRATED REPORT 2024-25 |",4,"moderate","In progress","SDG 1, SDG 10","initiative","","","Coromandel is involved in community engagement initiatives that address the needs of vulnerable and marginalized groups.","Coromandel is engaged in community engagement addressing the concerns of vulnerable/marginalized stakeholder groups."
2025,102,"INTEGRATED REPORT 2024-25 |",4,"moderate","In progress","SDG 5","initiative","","","Coromandel implemented programs to empower women through marketable skills.","• Conducted women livelihood programs – empowering women with marketable skills"
2025,102,"INTEGRATED REPORT 2024-25 |",4,"moderate","In progress","SDG 4, SDG 8, SDG 10","initiative","","","Coromandel conducted career orientation programs as part of youth empowerment initiatives.","• Youth empowerment programs by conducting career orientation programs"
2025,43,"Insights from these engagements directly shape Coromandel’s sustainability focus areas, as detailed in the following table: Engagement Employees Farmers & Farming Community Regulators",4,"moderate","Planned","SDG 8, SDG 12, SDG 16","policy, initiative","","","Coromandel emphasizes compliance with safety, environmental, and social standards in its engagement with regulators.","• Safety, environmental  and social Compliance"
2025,102,"INTEGRATED REPORT 2024-25 |",4,"moderate","In progress","SDG 3","initiative","","","The company renovated and upgraded a hospital and partnered with a government hospital to improve healthcare services.","Funds have been utilised to renovate and upgrade Coromandel Hospital (upgraded from CMC in February 2021), maintain services at existing Coromandel Medical Centre’s) and partnered with Government General Hospital, Kakinada to renovate the NICU (Neo-natal Intensive Care Unit) & PICU (Pediatric Intensive Care Unit)."
